fan_state,collection_id,window_start,window_end,timestamp_start,timestamp_end,timestamp_mean,accel_x_g_std,accel_x_g_range,accel_x_g_rms,accel_y_g_std,accel_y_g_range,accel_y_g_rms,accel_z_g_std,accel_z_g_range,accel_z_g_rms,gyro_x_dps_std,gyro_x_dps_range,gyro_x_dps_rms,gyro_y_dps_std,gyro_y_dps_range,gyro_y_dps_rms,gyro_z_dps_std,gyro_z_dps_range,gyro_z_dps_rms,vibration_dps_std,vibration_dps_range,vibration_dps_rms,accel_mag_g_std,accel_mag_g_range,accel_mag_g_rms
LOW,col_20260209_181623_20hz,0,100,1770657417.5316,1770657451.352,1770657446.252039,0.041872793207523185,0.1777,0.335605436636536,0.09334488630878501,0.3785,0.12152868056553565,0.013915496254176487,0.06279999999999997,1.0543338349877613,1.1507206263902634,6.4399999999999995,1.4859791384807526,1.2318952877578517,4.75,1.5791485047328513,8.628970137855386,32.4,11.78769112252268,5.797895818187885,21.206156,11.985471541463289,0.01261777368403161,0.056648538879061405,1.1131127817521456
LOW,col_20260209_181623_20hz,20,120,1770657447.3841,1770657452.3502,1770657449.8701458,0.04267163301304509,0.1795,0.3461839802763842,0.09732453183036639,0.3811,0.1114728863894714,0.013672438114688967,0.06569999999999987,1.0528947759391725,1.0914760647856645,6.23,1.503487944747147,1.1368546564974786,4.75,1.4842934346011236,7.526964909576768,28.1,12.891155533931006,5.643952593055044,20.259909999999998,13.06313388106097,0.013179299542838755,0.06933945819976617,1.1139375933148141
LOW,col_20260209_181623_20hz,40,140,1770657448.403,1770657453.3476,1770657450.8720758,0.04272682383468259,0.1795,0.35498572576936105,0.10522698703279497,0.4058,0.10522701744324031,0.012524898203179122,0.061799999999999855,1.0510796273831968,1.2139599457972243,7.33,1.6371930246614173,1.1393874626306892,4.75,1.4464656926453527,5.051335193787875,25.490000000000002,13.67940737020431,4.483653681213208,17.87175,13.852754759368153,0.01286297273211228,0.06886979456621223,1.1143859178040612
LOW,col_20260209_181623_20hz,60,160,1770657449.3844,1770657454.3296,1770657451.871002,0.047051466236452184,0.1983,0.35422382429757604,0.0947068469488875,0.37229999999999996,0.11304365838029128,0.01232347451005599,0.06299999999999994,1.0502483034977967,1.177595325228493,7.33,1.6172516810935766,1.2033875975761092,5.4799999999999995,1.4775334175577892,5.126167202696378,22.54,13.045275274979826,4.751521062473375,18.76321,13.227915470143778,0.011952545646987832,0.06886979456621223,1.114125165948602
LOW,col_20260209_181623_20hz,80,180,1770657450.3844,1770657455.3296,1770657452.870042,0.05384137571607917,0.21660000000000001,0.3473294932769171,0.07639907247473623,0.3389,0.13570395093732532,0.011830033770027866,0.05789999999999984,1.0493156882940424,1.2149941357883172,7.33,1.5315896970141842,1.398782795862174,5.56,1.6220749057919612,6.301792706048018,25.990000000000002,11.259917894904916,5.16450654785572,19.944430999999998,11.478786801414014,0.011629481284726044,0.06886979456621223,1.1136052949317365
LOW,col_20260209_181623_20hz,100,200,1770657451.402,1770657456.3392,1770657453.8678021,0.053677998248817,0.21660000000000001,0.33665884720292144,0.06258161515972563,0.2595,0.15823903690303476,0.012285134879194439,0.05979999999999985,1.048790954146726,1.2303033609642786,7.33,1.443911354619805,1.4418178629771514,5.56,1.6471948882873573,6.616788353121172,25.92,9.021066067821474,4.827939341348789,19.099167,9.283193993738713,0.01057172279540652,0.06711261504762289,1.1128078170555775
LOW,col_20260209_181623_20hz,120,220,1770657452.4002,1770657457.3484,1770657454.866452,0.05101389810630041,0.2056,0.32662835486221947,0.05266629832255158,0.2305,0.17021375473210149,0.01207096263766896,0.05979999999999985,1.0487884672802232,1.1756366955824407,6.78,1.3241940945344832,1.4599901232542636,5.56,1.665861939057376,7.908451410358415,32.650000000000006,8.028347090154984,4.155319670556326,16.195967,8.305594499558085,0.00936892496448742,0.03985398391265593,1.1115826796059751
LOW,col_20260209_181623_20hz,140,240,1770657453.3976,1770657458.332,1770657455.8652642,0.04917433289837291,0.199,0.32467352248066056,0.05564435470917063,0.2429,0.16861325007246614,0.01229454720597713,0.07909999999999995,1.0494690178847588,1.2196518970591568,6.9399999999999995,1.2815588164419143,1.3963210912966975,5.56,1.6178272466490355,8.294065107050944,32.53,8.948054537160578,4.93325845605277,20.665067,9.18299401288858,0.01069071370704346,0.058804779063096335,1.1114083605048146
LOW,col_20260209_181623_20hz,160,260,1770657454.3796,1770657459.3431,1770657456.8624353,0.049521058712430614,0.22000000000000003,0.33489360131241686,0.07208539199449497,0.3769,0.15240633418595173,0.011493853096329365,0.06780000000000008,1.0484420042615614,1.3121148539666794,7.04,1.319237279643052,1.2218605935212083,5.56,1.4652436657430052,7.709308385970819,28.82,10.805322345955256,5.829380414656477,20.665067,10.98372616917276,0.01290650355167083,0.08234557696168388,1.111130978417936
LOW,col_20260209_181623_20hz,180,280,1770657455.3796,1770657460.3431,1770657457.8651352,0.04772667706849074,0.19599999999999998,0.3464669776472211,0.09106490149338549,0.37770000000000004,0.12991374061276198,0.011835607293248628,0.07810000000000006,1.0486067962778038,1.282227167860672,6.75,1.2826858539798434,0.9436020082640775,3.34,1.2361177128412975,6.579775968070646,24.720000000000002,12.68587155066612,5.84723334824907,20.874767,12.810330324747948,0.013860374703512323,0.08234557696168388,1.1119771399628682
