fan_state,collection_id,window_start,window_end,timestamp_start,timestamp_end,timestamp_mean,accel_x_g_std,accel_x_g_range,accel_x_g_rms,accel_y_g_std,accel_y_g_range,accel_y_g_rms,accel_z_g_std,accel_z_g_range,accel_z_g_rms,gyro_x_dps_std,gyro_x_dps_range,gyro_x_dps_rms,gyro_y_dps_std,gyro_y_dps_range,gyro_y_dps_rms,gyro_z_dps_std,gyro_z_dps_range,gyro_z_dps_rms,vibration_dps_std,vibration_dps_range,vibration_dps_rms,accel_mag_g_std,accel_mag_g_range,accel_mag_g_rms
LOW_ROT_ON,col_20260215_015243_20hz,0,100,1771332091.1649,1771332113.4397,1771332110.2610884,0.08651853732004489,0.3183,0.27984037271273066,0.07377950091997099,0.4321,0.09350154330277122,0.0248675395646614,0.11280000000000001,1.090457585053174,1.752406833472182,7.390000000000001,2.532077605445773,2.507577259029121,11.25,2.531513578869369,8.757193728586802,38.3,14.66561072713987,7.032654171644622,21.58117,15.096360951655699,0.022679804758604885,0.10938411033036988,1.1296684989854324
LOW_ROT_ON,col_20260215_015243_20hz,20,120,1771332109.5183,1771332114.4598,1771332111.9602098,0.09187944677129918,0.3239,0.290435108242788,0.06541052737136431,0.303,0.10587539421414212,0.025421282422411342,0.11060000000000003,1.0872572295459801,1.640156026114589,7.16,2.4159538488969527,2.726366759993967,11.79,2.7303430187432496,12.167201701295166,47.83,13.57830431239483,6.433260210246107,22.62343,14.059229546477681,0.021487106406645938,0.10938411033036988,1.130349695625208
LOW_ROT_ON,col_20260215_015243_20hz,40,140,1771332110.5458,1771332115.4149,1771332112.958136,0.09700982306447116,0.3239,0.297201342022542,0.059705753625592904,0.2771,0.10748084201382124,0.02564335828240911,0.11060000000000003,1.084327263514111,1.7700840545013676,8.56,2.2177980070331023,2.729282315921165,11.79,2.7366150624448444,13.495440241429694,48.78,13.557306775314926,6.371846592517601,24.090829999999997,14.007436244604577,0.020198081074340377,0.0921173245964233,1.1294451662210079
LOW_ROT_ON,col_20260215_015243_20hz,60,160,1771332111.5709,1771332116.3863,1771332113.9546387,0.0961265406846621,0.3239,0.3009412946074367,0.07196676735827447,0.36839999999999995,0.10547883484377328,0.024704632338895475,0.11060000000000003,1.0814032252125014,1.997048412032117,9.61,2.098871125152757,2.729424281785447,11.79,2.8068468073623114,11.817249417271347,42.36,13.838469026593947,6.2308122444274145,24.090829999999997,14.275396188902256,0.02030640816131019,0.09404846392976429,1.1274415208337858
LOW_ROT_ON,col_20260215_015243_20hz,80,180,1771332112.4609,1771332117.4587,1771332114.9538221,0.09129513281659653,0.3239,0.3016643857004005,0.08940667211679451,0.42889999999999995,0.09797079411743073,0.024242549865886632,0.10599999999999987,1.0792483077586918,2.0409836256080056,9.61,2.0435708942926354,2.678223252456748,11.79,2.722481037583182,9.158828795757675,37.2,14.988978917858283,6.435324533619433,24.090829999999997,15.370675620060037,0.019334510880814067,0.09404846392976429,1.1248895892042026
LOW_ROT_ON,col_20260215_015243_20hz,100,200,1771332113.4897,1771332118.4312,1771332115.952375,0.08202501581225084,0.3357,0.30820636836379617,0.08854184671103263,0.4128,0.08912069624952444,0.023748772599862928,0.10989999999999989,1.0812608400381474,1.9735728489214683,9.61,1.9914313947510218,2.3819220054401447,10.43,2.5558051568928333,6.783830183605719,31.41,15.467252891189178,5.915650595954203,24.090829999999997,15.802972611960541,0.019727598315771172,0.08525828066735297,1.1278557834226857
LOW_ROT_ON,col_20260215_015243_20hz,120,220,1771332114.5098,1771332119.4442,1771332116.9476643,0.08184134686086246,0.2754,0.2931672086028722,0.08480466422903872,0.3635,0.09488287042453976,0.024544776939300142,0.12109999999999999,1.0844228082717553,1.9742119719017002,8.629999999999999,2.0095678639946453,2.2532960302632232,7.55,2.4002649853714066,7.073196925718949,29.14,14.414269145537695,6.340306309577268,24.32182,14.750284973298415,0.01970474354231762,0.08867932058830297,1.1273520294921193
LOW_ROT_ON,col_20260215_015243_20hz,140,240,1771332115.4649,1771332120.542,1771332117.944541,0.0808230535429094,0.2889,0.28538021375000755,0.08534268535732865,0.3564,0.12124083223072993,0.028849451363934114,0.13419999999999987,1.08604924124093,2.033651344257417,8.629999999999999,2.0371241984719535,2.352155766525678,7.55,2.4425926799202524,7.586956477402516,29.22,11.884079560487637,6.102735132923639,22.26982,12.30233814239834,0.02088817062974227,0.10558153529561509,1.1294441819762497
LOW_ROT_ON,col_20260215_015243_20hz,160,260,1771332116.4363,1771332121.3867,1771332118.949584,0.08329678583835033,0.2889,0.29532729318503564,0.07879733586232468,0.3201,0.14329187660157153,0.031217983342938724,0.13419999999999987,1.0840955750301724,2.085416322943695,8.73,2.177749296865918,2.34730441144731,7.87,2.3723772887127375,8.343967384284289,41.730000000000004,9.99782731397177,5.777085168678633,21.68562,10.503682009165834,0.02006636333869293,0.10558153529561509,1.1327020737157674
LOW_ROT_ON,col_20260215_015243_20hz,180,280,1771332117.4668,1771332122.3905,1771332119.9454339,0.0841378006070993,0.2889,0.2959644142460373,0.07291203233349075,0.314,0.1524388700430438,0.03162110725449063,0.13419999999999987,1.0846370330207245,2.0109988836396697,10.51,2.3681991048051683,2.24989794212982,7.87,2.267069253463599,9.322969001342866,44.04,9.325356400695899,5.48219941939836,22.164920000000002,9.88484684928052,0.01908766762370382,0.10558153529561509,1.134579233460581
LOW_ROT_ON,col_20260215_015243_20hz,200,300,1771332118.4812,1771332124.6288,1771332121.1507387,0.08036420374768856,0.2764,0.3032755341269717,0.09567993469897437,0.4258,0.15776197260430028,0.03185253363548965,0.13419999999999987,1.0806185479159611,2.0108942761865922,9.52,2.719673325971338,1.9636449042533122,7.2700000000000005,1.9653271992215442,10.217848802952608,40.099999999999994,11.333220283749892,6.568521024777767,22.164920000000002,11.819516736576414,0.020996498067971554,0.11705114763384894,1.1334025479501977
