fan_state,window_start,window_end,timestamp_start,timestamp_end,timestamp_mean,accel_x_g_std,accel_x_g_range,accel_x_g_rms,gyro_y_dps_std,gyro_y_dps_range,gyro_y_dps_rms,collection_id
LOW,5020,5120,1770488355.6925,1770488362.7396,1770488359.240615,0.06137109417307142,0.2605,0.3044693409852624,1.52324772771864,7.289999999999999,1.63737717096581,col_20260207_191320_5hz
LOW,5040,5140,1770488356.9992,1770488364.0557,1770488360.6626468,0.06482662218564221,0.2669,0.3028046657500508,1.692468268535632,7.42,1.7550789156046518,col_20260207_191320_5hz
LOW,5060,5160,1770488358.3212,1770488365.394,1770488362.0880094,0.06548475590547773,0.2669,0.2977776542993111,1.6584700901734708,6.96,1.7557790293769888,col_20260207_191320_5hz
LOW,5080,5180,1770488359.6546,1770488366.7002,1770488363.5145462,0.06849493204610103,0.2669,0.3032156305337837,1.6139501200470852,6.96,1.6852189768691785,col_20260207_191320_5hz
LOW,5100,5200,1770488361.4729,1770488368.0336,1770488364.755725,0.06566639767796006,0.26030000000000003,0.29928872314205224,1.576031252862709,6.96,1.633454315247292,col_20260207_191320_5hz
LOW,5120,5220,1770488362.8062,1770488369.3387,1770488366.075545,0.0624991519942471,0.26030000000000003,0.30211534287420755,1.5606953450305412,7.0,1.6161689268142734,col_20260207_191320_5hz
LOW,5140,5240,1770488364.1224,1770488370.6723,1770488367.3979902,0.06267732604379354,0.2569,0.3023283393927867,1.4546772288036958,7.48,1.5257961856027824,col_20260207_191320_5hz
LOW,5160,5260,1770488365.4607,1770488371.9783,1770488368.7180798,0.06169451272195931,0.2569,0.3071498087253189,1.3980490549333382,7.48,1.4535425690360775,col_20260207_191320_5hz
LOW,5180,5280,1770488366.7669,1770488373.2931,1770488370.035367,0.059846975328749906,0.2605,0.30531104631179,1.472112288516063,7.789999999999999,1.5521845895382418,col_20260207_191320_5hz
LOW,5200,5300,1770488368.072,1770488374.6264,1770488371.3539329,0.06006295213357399,0.2605,0.3081021887296486,1.5246484053708906,7.789999999999999,1.6248606094062346,col_20260207_191320_5hz
LOW,5220,5320,1770488369.4053,1770488375.9525,1770488372.6767063,0.06352025428160692,0.2605,0.3053166932874781,1.47133410209918,7.789999999999999,1.5933091351021622,col_20260207_191320_5hz
LOW,5240,5340,1770488370.739,1770488377.274,1770488373.9976494,0.06520833642257715,0.2724,0.3033602602517344,1.5394352048722286,7.9799999999999995,1.6631689631543753,col_20260207_191320_5hz
LOW,5260,5360,1770488372.045,1770488378.5728,1770488375.3172672,0.06575260195612034,0.2724,0.30043941985032524,1.7882687130294486,8.16,1.8910983580977485,col_20260207_191320_5hz
LOW,5280,5380,1770488373.3597,1770488379.907,1770488376.6371372,0.06603105980521591,0.2673,0.2974507046554101,1.7764307585718053,8.16,1.8544961579900885,col_20260207_191320_5hz
LOW,5300,5400,1770488374.6859,1770488381.2403,1770488377.959917,0.06716303306879462,0.2783,0.2958572268848608,1.787776831710267,8.16,1.835086373988974,col_20260207_191320_5hz
LOW,5320,5420,1770488376.0192,1770488382.5637,1770488379.2821503,0.06533675553622172,0.2783,0.29831883849331403,1.799740011779479,8.16,1.842213071281387,col_20260207_191320_5hz
LOW,5340,5440,1770488377.3407,1770488383.8789,1770488380.6034381,0.062435744569917635,0.2583,0.3027088736723785,1.6417700539356905,8.04,1.6852409323298552,col_20260207_191320_5hz
LOW,5360,5460,1770488378.6395,1770488385.1712,1770488381.923764,0.06291077570655125,0.2661,0.3032082746232365,1.4670886135472527,6.74,1.5224972906379832,col_20260207_191320_5hz
LOW,5380,5480,1770488379.9736,1770488386.5187,1770488383.244112,0.06169394961420446,0.2661,0.30305506776821933,1.5281159510979525,7.6899999999999995,1.6432273123338716,col_20260207_191320_5hz
LOW,5400,5500,1770488381.297,1770488387.8521,1770488384.566466,0.060442480847496656,0.2563,0.3061233458918153,1.5163624105074618,8.45,1.6983150473336799,col_20260207_191320_5hz
LOW,5420,5520,1770488382.6304,1770488388.495,1770488385.8483486,0.06149383835800137,0.25949999999999995,0.3082344004163065,1.485225019988554,8.45,1.6865983517127012,col_20260207_191320_5hz
LOW,5440,5540,1770488383.9455,1770488388.9512,1770488386.91527,0.05906856693707746,0.25949999999999995,0.31359332901067904,1.3746935804025564,8.08,1.5822446081437598,col_20260207_191320_5hz
LOW,5460,5560,1770488385.2379,1770488390.2886,1770488387.9343197,0.06323876298600407,0.2581,0.3124818929154136,1.5183340179288614,8.51,1.6938680586161368,col_20260207_191320_5hz
LOW,5480,5580,1770488386.5854,1770488391.5732,1770488388.953669,0.06910616565111972,0.2703,0.30428815241477936,1.6633864584034583,8.51,1.761375314917295,col_20260207_191320_5hz
LOW,5500,5600,1770488387.8846,1770488392.1374,1770488389.916266,0.07145270942378602,0.2703,0.2947459580723712,1.6637261643672012,7.640000000000001,1.7391167298373045,col_20260207_191320_5hz
LOW,5520,5620,1770488388.495,1770488393.3561,1770488390.7950501,0.07142823511049394,0.2957,0.2957772731296304,1.7173321635606784,7.640000000000001,1.7532769319191992,col_20260207_191320_5hz
LOW,5540,5640,1770488389.0179,1770488394.6728,1770488391.8886623,0.07021862410358096,0.2957,0.2969972055424091,1.8209931795588912,7.640000000000001,1.8775111184757336,col_20260207_191320_5hz
LOW,5560,5660,1770488390.3552,1770488396.0061,1770488393.032489,0.06560243849126342,0.2957,0.2997742650729045,1.668493679940083,7.29,1.7260973321339674,col_20260207_191320_5hz
LOW,5580,5680,1770488391.6399,1770488397.3237,1770488394.17641,0.06412920722260645,0.28,0.30163688816190903,1.5240338710146832,6.82,1.597056667748518,col_20260207_191320_5hz
LOW,5600,5700,1770488392.1374,1770488398.645,1770488395.3731241,0.06031317932259913,0.28,0.3049243998108384,1.5891038229140346,7.47,1.6556841486225564,col_20260207_191320_5hz
LOW,5620,5720,1770488393.4227,1770488399.9731,1770488396.6949172,0.05901136449024035,0.25070000000000003,0.3071530382398976,1.6075496135423009,7.47,1.7403557107671983,col_20260207_191320_5hz
LOW,5640,5740,1770488394.7394,1770488401.2752,1770488398.0177393,0.0589324880180703,0.27240000000000003,0.30463861147267596,1.6071118691615713,8.16,1.7331330012437014,col_20260207_191320_5hz
LOW,5660,5760,1770488396.0728,1770488402.6085,1770488399.338219,0.061527587787918364,0.27240000000000003,0.30371844741470677,1.5969128467139337,8.16,1.7257954687621588,col_20260207_191320_5hz
LOW,5680,5780,1770488397.3903,1770488403.9519,1770488400.6636071,0.06349646906718515,0.2881,0.302151162168872,1.6533689092274597,8.16,1.755990034140285,col_20260207_191320_5hz
LOW,5700,5800,1770488398.7117,1770488405.2512,1770488401.98616,0.06690719598817454,0.2907,0.2996989007320514,1.659887764278055,8.16,1.7747498415269685,col_20260207_191320_5hz
LOW,5720,5820,1770488400.0398,1770488406.5573,1770488403.3054147,0.06645280649453415,0.2907,0.2991765627518305,1.6264471064255364,8.16,1.7103441174219882,col_20260207_191320_5hz
LOW,5740,5840,1770488401.3418,1770488407.8725,1770488404.622784,0.0659878506696498,0.2602,0.3006880652769578,1.576596651017628,6.49,1.6355066493291917,col_20260207_191320_5hz
LOW,5760,5860,1770488402.6752,1770488409.2058,1770488405.9422443,0.0626557746740075,0.2602,0.3014923783447933,1.636939861448795,7.08,1.6920440301599722,col_20260207_191320_5hz
LOW,5780,5880,1770488404.0186,1770488410.5246,1770488407.2570238,0.06000246398273991,0.2602,0.302359467190958,1.5922779280012644,7.08,1.6984198538641733,col_20260207_191320_5hz
LOW,5800,5900,1770488405.3178,1770488411.8573,1770488408.5762382,0.05855595020149532,0.24509999999999998,0.3042244937542012,1.5666893884877118,7.26,1.6639675477604723,col_20260207_191320_5hz
LOW,5820,5920,1770488406.624,1770488413.1552,1770488409.8967202,0.059121047047561666,0.24459999999999998,0.30499887868646336,1.532236613581597,7.26,1.6468400043720093,col_20260207_191320_5hz
LOW,5840,5940,1770488407.9391,1770488414.508,1770488411.2178042,0.0586440108706763,0.2515,0.30230961860317973,1.613610002447927,7.55,1.7172000465874675,col_20260207_191320_5hz
LOW,5860,5960,1770488409.2725,1770488415.8413,1770488412.5449042,0.06130437468892412,0.2515,0.3027106113105386,1.5335929838128501,7.55,1.657345467909452,col_20260207_191320_5hz
LOW,5880,5980,1770488410.5912,1770488417.1313,1770488413.8665316,0.0640930406440512,0.2561,0.29897187543312503,1.7101496162616883,7.55,1.7627243119671323,col_20260207_191320_5hz
LOW,5900,6000,1770488411.9239,1770488418.4731,1770488415.189146,0.06568900726148935,0.27080000000000004,0.2969712004555324,1.7066032784452279,7.49,1.7467830431968365,col_20260207_191320_5hz
LOW,5920,6020,1770488413.2219,1770488419.7902,1770488416.514034,0.06555562477011412,0.27080000000000004,0.2967993293456035,1.6735295037733873,7.49,1.7055620774395754,col_20260207_191320_5hz
LOW,5940,6040,1770488414.5746,1770488421.0951,1770488417.8391182,0.06961793374555152,0.28859999999999997,0.30091300021767087,1.5643803214052523,7.19,1.6125275191450221,col_20260207_191320_5hz
LOW,5960,6060,1770488415.908,1770488422.4284,1770488419.156538,0.06895343440322607,0.28859999999999997,0.30069085087511394,1.559853146934031,7.34,1.5883645677236695,col_20260207_191320_5hz
LOW,5980,6080,1770488417.1979,1770488424.5893,1770488420.6852055,0.06515723243815685,0.2925,0.30541232146067715,1.4261656670948155,7.390000000000001,1.4823653395840042,col_20260207_191320_5hz
LOW,6000,6100,1770488418.5397,1770488425.9068,1770488422.1753027,0.0605078265598757,0.2925,0.3090756802144097,1.3451134375955063,7.390000000000001,1.4272526055327417,col_20260207_191320_5hz
LOW,6020,6120,1770488419.8569,1770488427.2401,1770488423.6635048,0.05961263527139191,0.2952,0.30915581120205393,1.4771525852125096,7.5,1.561674101725453,col_20260207_191320_5hz
LOW,6040,6140,1770488421.1617,1770488428.5377,1770488425.1485388,0.05806596912994736,0.2952,0.306621277963549,1.488968538955743,7.5,1.6029681843380423,col_20260207_191320_5hz
LOW,6060,6160,1770488422.4951,1770488429.8561,1770488426.635271,0.05995050958916028,0.2952,0.30459795337460827,1.6069319338416297,8.36,1.7537377226940178,col_20260207_191320_5hz
LOW,6080,6180,1770488424.6559,1770488431.1912,1770488427.9179292,0.06606359768435262,0.28590000000000004,0.30048324761956363,1.5893124425360798,8.36,1.7372034998813464,col_20260207_191320_5hz
LOW,6100,6200,1770488425.9735,1770488432.5233,1770488429.2386127,0.06691672828224643,0.28590000000000004,0.29847199600632557,1.6415421529768888,8.36,1.763933105307568,col_20260207_191320_5hz
LOW,6120,6220,1770488427.3068,1770488433.8566,1770488430.5619128,0.06520211257313678,0.27659999999999996,0.29563380185628296,1.5943741217167318,8.14,1.67560914296861,col_20260207_191320_5hz
LOW,6140,6240,1770488428.6043,1770488435.145,1770488431.8836489,0.06456151497602887,0.268,0.2972245709896812,1.6425966516464108,8.14,1.7039700701596843,col_20260207_191320_5hz
LOW,6160,6260,1770488429.9228,1770488436.4656,1770488433.2053769,0.06280095298639982,0.268,0.29970557952764243,1.5049392014297458,6.52,1.5613769564073883,col_20260207_191320_5hz
LOW,6180,6280,1770488431.2579,1770488437.7798,1770488434.5258157,0.05812912743195101,0.2382,0.3060824359547604,1.5120941604278484,6.52,1.5526380775956772,col_20260207_191320_5hz
LOW,6200,6300,1770488432.59,1770488439.0868,1770488435.843028,0.05700775465671315,0.2382,0.30664273397555014,1.5212925129638941,6.279999999999999,1.5921523168340397,col_20260207_191320_5hz
LOW,6220,6320,1770488433.9233,1770488440.4201,1770488437.1557279,0.05830778270522727,0.2382,0.30956680409888915,1.4749067767150572,6.279999999999999,1.598376050871634,col_20260207_191320_5hz
LOW,6240,6340,1770488435.2116,1770488441.7392,1770488438.473658,0.058213245709202645,0.23679999999999998,0.3094920467475699,1.356365271599063,6.07,1.509953310536455,col_20260207_191320_5hz
LOW,6260,6360,1770488436.5323,1770488443.0558,1770488439.7920237,0.06151138379194537,0.24300000000000002,0.30429002349732076,1.3253265408947337,6.07,1.4702890872206051,col_20260207_191320_5hz
LOW,6280,6380,1770488437.8465,1770488444.4011,1770488441.1122434,0.0647420994098894,0.2803,0.30128042418982354,1.32611340012836,6.07,1.466655719656116,col_20260207_191320_5hz
LOW,6300,6400,1770488439.1535,1770488445.6931,1770488442.4362085,0.06964921158922045,0.2771,0.29731805310138837,1.335787647794364,5.79,1.446727341277547,col_20260207_191320_5hz
LOW,6320,6420,1770488440.4868,1770488447.0264,1770488443.7574615,0.06979714475535516,0.2771,0.2979194854318864,1.4018127549712194,5.79,1.4625211109587446,col_20260207_191320_5hz
LOW,6340,6440,1770488441.8059,1770488448.3453,1770488445.078681,0.06867378407369147,0.27659999999999996,0.29587116841625516,1.489490768685728,5.79,1.5332041612257643,col_20260207_191320_5hz
LOW,6360,6460,1770488443.1225,1770488449.681,1770488446.4021857,0.06586686173638456,0.27659999999999996,0.30102939009339275,1.543769603924109,6.26,1.571309963056303,col_20260207_191320_5hz
LOW,6380,6480,1770488444.4678,1770488450.9903,1770488447.724698,0.06072337279828913,0.24929999999999997,0.3018568180445822,1.6227569627026714,7.22,1.667296014509721,col_20260207_191320_5hz
LOW,6400,6500,1770488445.7597,1770488452.3103,1770488449.043086,0.05587973260494364,0.22849999999999998,0.30636128639238996,1.5871793723457976,7.22,1.6623393155430093,col_20260207_191320_5hz
LOW,6420,6520,1770488447.0931,1770488453.6436,1770488450.3665261,0.05527104033759452,0.22999999999999998,0.3013421656522698,1.5037645128144232,7.22,1.6371637059255864,col_20260207_191320_5hz
LOW,6440,6540,1770488448.412,1770488454.9552,1770488451.6887197,0.05839013653006816,0.2663,0.3048776718620109,1.4392535947497231,7.22,1.5689808794246027,col_20260207_191320_5hz
LOW,6460,6560,1770488449.7477,1770488456.2532,1770488453.006177,0.061061778380587635,0.2663,0.30467068106399736,1.3887800401791495,6.7299999999999995,1.6097533972630715,col_20260207_191320_5hz
LOW,6480,6580,1770488451.0569,1770488457.571,1770488454.321216,0.06754578743341438,0.2973,0.30058749707863763,1.3395925164019096,5.87,1.4963278384097516,col_20260207_191320_5hz
LOW,6500,6600,1770488452.3769,1770488458.8945,1770488455.6374254,0.07246475040321329,0.2973,0.298777878197165,1.379598187879355,6.1,1.5075516574897194,col_20260207_191320_5hz
LOW,6520,6620,1770488453.7103,1770488460.2278,1770488456.9542663,0.07315896103007477,0.2973,0.29742693405271825,1.4187668272129852,6.1,1.4981818981685768,col_20260207_191320_5hz
LOW,6540,6640,1770488455.0218,1770488461.5519,1770488458.273242,0.07299583505926897,0.26970000000000005,0.2980839076501782,1.4635281855844118,6.67,1.5490225950579288,col_20260207_191320_5hz
LOW,6560,6660,1770488456.3199,1770488462.8879,1770488459.5971441,0.07105848556646842,0.26970000000000005,0.297148343592893,1.523188025163013,6.79,1.5756497072636417,col_20260207_191320_5hz
LOW,6580,6680,1770488457.6376,1770488464.1919,1770488460.9231143,0.06591782820299831,0.26560000000000006,0.2997722290339784,1.420679569783419,6.79,1.5175130971428221,col_20260207_191320_5hz
LOW,6600,6700,1770488458.9611,1770488465.4974,1770488462.246935,0.06060676529893342,0.22920000000000001,0.3032383128827886,1.4258790236201668,6.79,1.5282411458928857,col_20260207_191320_5hz
LOW,6620,6720,1770488460.2945,1770488466.8308,1770488463.5675287,0.059259750893840245,0.22920000000000001,0.30705465572109475,1.4576481056825752,6.88,1.5840258836269059,col_20260207_191320_5hz
LOW,6640,6740,1770488461.6186,1770488468.1372,1770488464.8851194,0.05628348208844226,0.22920000000000001,0.30536969299522837,1.5137956136810542,6.67,1.6604138038452945,col_20260207_191320_5hz
LOW,6660,6760,1770488462.9546,1770488469.4742,1770488466.202299,0.057124688839415134,0.22920000000000001,0.30726187381450365,1.434684634336062,7.13,1.5783801823388433,col_20260207_191320_5hz
LOW,6680,6780,1770488464.2585,1770488470.7821,1770488467.519834,0.0566860605087353,0.2314,0.3095230143301141,1.5455157682793146,7.19,1.665275652857508,col_20260207_191320_5hz
LOW,6700,6800,1770488465.5641,1770488472.0859,1770488468.837845,0.06661024001608161,0.2856,0.2985993631942305,1.5859196038891759,7.19,1.6705900155334341,col_20260207_191320_5hz
LOW,6720,6820,1770488466.8974,1770488473.4192,1770488470.155538,0.06819614431183042,0.2785,0.2972301847053896,1.5936289750126909,7.16,1.6489921164153576,col_20260207_191320_5hz
LOW,6740,6840,1770488468.2039,1770488474.7442,1770488471.4763708,0.06858556503375911,0.279,0.297792688123802,1.5810114357587677,7.16,1.6405078481982338,col_20260207_191320_5hz
LOW,6760,6860,1770488469.5409,1770488476.0666,1770488472.7960088,0.06830114189382196,0.279,0.3010542004357355,1.6371712066854829,8.01,1.6674267600107657,col_20260207_191320_5hz
LOW,6780,6880,1770488470.8488,1770488477.3898,1770488474.1155548,0.06605108431358263,0.279,0.3012609807127368,1.6339027021215184,7.9,1.6633123579171771,col_20260207_191320_5hz
LOW,6800,6900,1770488472.1526,1770488478.6894,1770488475.4370124,0.05857154984290581,0.24120000000000003,0.3086513993164457,1.5474583548515934,7.9,1.5936235440027862,col_20260207_191320_5hz
LOW,6820,6920,1770488473.4859,1770488480.0228,1770488476.757719,0.05799426070741828,0.24120000000000003,0.30706137904334374,1.5816440813280337,7.9,1.6455132937779626,col_20260207_191320_5hz
LOW,6840,6940,1770488474.8108,1770488481.3502,1770488478.0788498,0.05828315409275651,0.23560000000000003,0.3084004032098532,1.5075917882503873,7.52,1.5584793870949978,col_20260207_191320_5hz
MEDIUM,0,100,1770488492.8335,1770488542.7865,1770488538.6556747,0.08773009674564368,0.3748,0.3140476984472263,2.823452099823902,14.42,2.875230077750301,col_20260207_191320_5hz
MEDIUM,20,120,1770488537.5921,1770488544.1024,1770488540.8405879,0.09931663112993715,0.48460000000000003,0.3193283268048734,3.1036908608944933,14.42,3.1429476610341447,col_20260207_191320_5hz
MEDIUM,40,140,1770488538.8882,1770488545.4194,1770488542.15869,0.10794443001378069,0.5154,0.32884819157173417,3.7372041140403343,19.89,3.757716993069063,col_20260207_191320_5hz
MEDIUM,60,160,1770488540.2268,1770488546.7779,1770488543.4798453,0.1089502202843115,0.5154,0.3265982281029706,3.905864595707332,19.89,3.927575842679553,col_20260207_191320_5hz
MEDIUM,80,180,1770488541.5198,1770488548.0689,1770488544.8033328,0.11325380867326273,0.5154,0.3225945952740064,3.7187176432205766,19.89,3.7396688356056345,col_20260207_191320_5hz
MEDIUM,100,200,1770488542.8531,1770488549.4023,1770488546.126493,0.11106585057523306,0.5154,0.3186862055376731,3.6233009811496473,19.89,3.643803781764326,col_20260207_191320_5hz
MEDIUM,120,220,1770488544.1691,1770488550.7133,1770488547.448777,0.10412510650174625,0.47879999999999995,0.3137670314102487,3.4213439113892075,19.89,3.449879128317397,col_20260207_191320_5hz
MEDIUM,140,240,1770488545.486,1770488552.8335,1770488548.9273791,0.09555804398898085,0.4084,0.3053162299976862,2.767221595752679,13.02,2.833829917267442,col_20260207_191320_5hz
MEDIUM,160,260,1770488546.8445,1770488553.4934,1770488550.304185,0.0934528847869342,0.4084,0.30278758511537424,2.672489811018931,15.0,2.7119762167098735,col_20260207_191320_5hz
MEDIUM,180,280,1770488548.1356,1770488554.7892,1770488551.646687,0.0913752701555514,0.39349999999999996,0.30491542040375724,2.7446312593862223,15.0,2.7886453700676967,col_20260207_191320_5hz
MEDIUM,200,300,1770488549.4689,1770488556.1225,1770488552.9907327,0.10032001134369953,0.48729999999999996,0.3115742046447363,2.8352581028894006,15.0,2.9045603798165396,col_20260207_191320_5hz
MEDIUM,220,320,1770488550.78,1770488557.4378,1770488554.3351808,0.10286880029921609,0.48729999999999996,0.3156382963139929,3.337511736308952,16.55,3.3942281891469817,col_20260207_191320_5hz
MEDIUM,240,340,1770488552.8335,1770488558.7566,1770488555.523601,0.10586499215510291,0.4649,0.3185026715743527,3.641945084704051,16.55,3.6987943981789524,col_20260207_191320_5hz
MEDIUM,260,360,1770488553.5601,1770488560.0687,1770488556.8101013,0.11239517389994999,0.4649,0.3140774751554145,3.4580383152880194,15.52,3.5550652595979164,col_20260207_191320_5hz
MEDIUM,280,380,1770488554.8558,1770488561.3915,1770488558.1265092,0.11248956792076321,0.4649,0.3070971831521741,3.273450082099924,15.52,3.3624268021772608,col_20260207_191320_5hz
MEDIUM,300,400,1770488556.1711,1770488562.7249,1770488559.4469833,0.10535449437019762,0.4095,0.30445559085029134,3.257374210925113,15.52,3.3166982075552185,col_20260207_191320_5hz
MEDIUM,320,420,1770488557.5045,1770488564.0562,1770488560.7706702,0.10163954680634896,0.4048,0.310813405598922,2.974142530209338,15.330000000000002,3.01200846612356,col_20260207_191320_5hz
MEDIUM,340,440,1770488558.8232,1770488565.366,1770488562.0930066,0.09574527900110792,0.4006,0.3057699345913525,2.8064924728208336,15.6,2.833736755593222,col_20260207_191320_5hz
MEDIUM,360,460,1770488560.1354,1770488566.6739,1770488563.414468,0.09625735127770761,0.3769,0.3065686087974436,2.7912901873506453,15.6,2.8250286724208657,col_20260207_191320_5hz
MEDIUM,380,480,1770488561.4582,1770488568.0085,1770488564.7360914,0.10051887213851934,0.4209,0.31441310945951345,3.0202646423782142,15.6,3.0662936910870098,col_20260207_191320_5hz
MEDIUM,400,500,1770488562.7896,1770488569.3418,1770488566.0594835,0.11446140842659593,0.524,0.32534079777980507,3.4855734377574086,18.259999999999998,3.542782098859596,col_20260207_191320_5hz
MEDIUM,420,520,1770488564.1229,1770488570.6562,1770488567.379477,0.11876085686790913,0.524,0.3256049990402481,3.6946710760228716,18.259999999999998,3.8037050358827775,col_20260207_191320_5hz
MEDIUM,440,540,1770488565.4327,1770488571.9768,1770488568.70109,0.1294949521641674,0.524,0.3301168332575605,3.8883738130483283,17.18,3.9698779578218777,col_20260207_191320_5hz
MEDIUM,460,560,1770488566.7405,1770488573.294,1770488570.024182,0.12618999983754656,0.524,0.32843833896182095,3.842703239908073,17.18,3.903121955563264,col_20260207_191320_5hz
MEDIUM,480,580,1770488568.0752,1770488574.5915,1770488571.3463562,0.12291614253628365,0.524,0.32536309809196245,3.734363030022657,17.18,3.7810900544684203,col_20260207_191320_5hz
MEDIUM,500,600,1770488569.3895,1770488575.9248,1770488572.6629493,0.11095935495036008,0.42479999999999996,0.3183557144139241,3.3395902203713557,17.18,3.385458905377526,col_20260207_191320_5hz
MEDIUM,520,620,1770488570.7229,1770488577.1692,1770488573.982728,0.10709095376828054,0.42479999999999996,0.31453144278434236,3.2286941803150078,16.34,3.241099350529076,col_20260207_191320_5hz
MEDIUM,540,640,1770488572.0434,1770488577.7651,1770488575.1788752,0.09648260487777058,0.39480000000000004,0.307304884113481,2.8851199264501988,16.22,2.9068661819904955,col_20260207_191320_5hz
MEDIUM,560,660,1770488573.3607,1770488579.0984,1770488576.3381486,0.09841120005365242,0.37520000000000003,0.3101738386776035,3.088239334960942,16.22,3.118599846084778,col_20260207_191320_5hz
MEDIUM,580,680,1770488574.6581,1770488579.8938,1770488577.476182,0.10013409674531448,0.3931,0.3116384445154352,3.045835215503294,16.22,3.0729341027753914,col_20260207_191320_5hz
MEDIUM,600,700,1770488575.9943,1770488580.6293,1770488578.4409049,0.1068494208641301,0.4783,0.31110534469854423,3.141320938713522,17.28,3.1820358263225135,col_20260207_191320_5hz
MEDIUM,620,720,1770488577.1692,1770488581.9248,1770488579.376358,0.10700676380491096,0.4783,0.31060453248463715,2.99970264526336,16.02,3.0803402409474185,col_20260207_191320_5hz
MEDIUM,640,740,1770488577.8318,1770488583.2387,1770488580.4337049,0.11401463875748587,0.48000000000000004,0.32042757793298626,3.4524485455977474,17.66,3.5236549206754058,col_20260207_191320_5hz
MEDIUM,660,760,1770488579.1651,1770488584.5707,1770488581.528342,0.11295899625970479,0.48000000000000004,0.3240812512318477,3.3303385698754417,17.66,3.406247642201019,col_20260207_191320_5hz
MEDIUM,680,780,1770488579.8938,1770488585.8804,1770488582.647207,0.11167997078706637,0.48000000000000004,0.3187218553849108,3.3043696766554436,17.66,3.3895701792410193,col_20260207_191320_5hz
MEDIUM,700,800,1770488580.6959,1770488587.2138,1770488583.940278,0.10338873122347522,0.39840000000000003,0.3141824718217106,3.0913531325295076,17.66,3.1530907059582027,col_20260207_191320_5hz
MEDIUM,720,820,1770488581.9915,1770488588.5354,1770488585.261349,0.10075205157216402,0.3904,0.31224925332176534,2.900728313717091,16.43,2.9559122111456557,col_20260207_191320_5hz
MEDIUM,740,840,1770488583.3053,1770488589.8395,1770488586.5823908,0.09162633286888655,0.39159999999999995,0.30744586596667717,2.4928322747429275,14.719999999999999,2.5539759200117764,col_20260207_191320_5hz
MEDIUM,760,860,1770488584.6374,1770488591.1633,1770488587.9020643,0.08911995365236676,0.3657,0.30374905975163113,2.683722146571809,15.489999999999998,2.724774119078497,col_20260207_191320_5hz
MEDIUM,780,880,1770488585.9471,1770488592.5076,1770488589.22093,0.09257935177997305,0.3986,0.3113506065515209,2.790704733575374,15.489999999999998,2.8308908491851112,col_20260207_191320_5hz
MEDIUM,800,900,1770488587.2804,1770488593.8409,1770488590.546363,0.11217361955468853,0.604,0.31909268872852603,3.329019669512333,15.93,3.380863203384603,col_20260207_191320_5hz
MEDIUM,820,920,1770488588.602,1770488595.1265,1770488591.8660312,0.11961405507297208,0.604,0.33141531965194365,3.831490669439246,18.74,3.8567293138098244,col_20260207_191320_5hz
MEDIUM,840,940,1770488589.9062,1770488596.4634,1770488593.1878662,0.12006160167180846,0.604,0.3312238569306263,3.8092051808743514,18.74,3.849901687056437,col_20260207_191320_5hz
MEDIUM,860,960,1770488591.23,1770488597.7757,1770488594.5119572,0.12147036232760648,0.604,0.328322874012762,3.653077584722229,18.74,3.6987716880067096,col_20260207_191320_5hz
MEDIUM,880,980,1770488592.5743,1770488599.0711,1770488595.833935,0.11960920323704193,0.604,0.32538057148514565,3.658896964933558,18.74,3.6930377739741576,col_20260207_191320_5hz
MEDIUM,900,1000,1770488593.9076,1770488600.4044,1770488597.146628,0.10150062314587038,0.46760000000000007,0.3232481596235313,3.3210158927653444,18.74,3.351526219500603,col_20260207_191320_5hz
MEDIUM,920,1020,1770488595.1932,1770488601.7202,1770488598.4641645,0.09438825297673434,0.39580000000000004,0.3137066005043566,3.096969439629652,15.1,3.1192670613463034,col_20260207_191320_5hz
MEDIUM,940,1040,1770488596.5301,1770488603.0457,1770488599.7816498,0.09375603374716744,0.3775,0.31150033868360394,3.061153983386004,16.25,3.074143295293829,col_20260207_191320_5hz
MEDIUM,960,1060,1770488597.8423,1770488604.3797,1770488601.09941,0.09342097226533237,0.3567,0.3136087908525525,3.0010861367178383,16.25,3.0125009543566956,col_20260207_191320_5hz
MEDIUM,980,1080,1770488599.1377,1770488605.6957,1770488602.4204288,0.09239407483166873,0.3865,0.3167202743747232,3.2315262585967024,16.25,3.2454401858607715,col_20260207_191320_5hz
MEDIUM,1000,1100,1770488600.4711,1770488607.029,1770488603.7453492,0.10264861555325526,0.5178,0.32329373254054894,3.709942403865591,20.53,3.716201824443877,col_20260207_191320_5hz
MEDIUM,1020,1120,1770488601.7869,1770488608.3477,1770488605.0707328,0.10503296840040274,0.5178,0.3200675149089642,3.837715949624203,20.53,3.891922532630885,col_20260207_191320_5hz
MEDIUM,1040,1140,1770488603.1124,1770488609.652,1770488606.393905,0.11137146167218963,0.5178,0.31501898053926847,3.697462398726997,20.53,3.7484077953179002,col_20260207_191320_5hz
MEDIUM,1060,1160,1770488604.4464,1770488610.9528,1770488607.713174,0.109941960592851,0.5178,0.30939368626395725,3.661525107110424,20.53,3.7122692520882703,col_20260207_191320_5hz
MEDIUM,1080,1180,1770488605.7623,1770488612.2702,1770488609.027795,0.110074437772809,0.5178,0.30958658772627734,3.476400752214854,20.53,3.538329408068163,col_20260207_191320_5hz
