id,timestamp,temperature,vibration,accel_x_g,accel_y_g,accel_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps,sample_rate,fan_state,collection_id,timestamp_iso,sample_rate_configured_hz,sample_rate_real_hz,vibration_dps,accel_mag_g
4927,1770488341.7473,30.1,8.36271,0.2839,0.0862,-1.1064,-8.21,0.53,-1.5,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:01.747299Z,15.0,13.34,8.36271,1.1454914272922343
4928,1770488341.814,30.0,7.95369,0.3123,0.0806,-1.0796,-4.18,1.08,-6.68,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:01.813999Z,15.0,13.34,7.95369,1.1267492223205657
4929,1770488341.8807,30.0,12.2135,0.3298,0.0532,-1.0876,-6.15,-0.21,-10.55,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:01.880700Z,15.0,13.34,12.2135,1.1377486717197256
4930,1770488341.9473,30.0,15.7079,0.3262,0.0776,-1.0837,-4.84,-0.84,-14.92,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:01.947299Z,15.0,13.34,15.7079,1.1343870106802176
4931,1770488342.014,30.1,17.1416,0.3394,0.1316,-1.074,0.18,-0.15,-17.14,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:02.013999Z,15.0,13.34,17.1416,1.1340136330750172
4932,1770488342.0807,30.0,11.7469,0.3105,0.0859,-1.0732,-0.79,-0.08,-11.72,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:02.080699Z,15.0,13.34,11.7469,1.1205120704392255
4933,1770488342.1473,30.1,8.49695,0.29,0.1116,-1.0935,0.44,-2.22,-8.19,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:02.147300Z,15.0,13.34,8.49695,1.1367923337179926
4934,1770488342.214,30.2,7.97491,0.1685,0.1501,-1.0725,7.38,0.12,-3.02,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:02.213999Z,15.0,13.34,7.97491,1.095982896764361
4935,1770488342.2807,30.1,4.26204,0.2266,0.1365,-1.095,-0.31,0.08,4.25,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:02.280699Z,15.0,13.34,4.26204,1.1265011362621877
4936,1770488342.3473,30.1,4.97688,0.2542,0.1047,-1.0669,1.02,0.83,4.8,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:02.347300Z,15.0,13.34,4.97688,1.1017510335824514
4937,1770488342.414,30.1,5.80042,0.2119,0.1125,-1.0713,0.66,2.83,5.02,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:02.414000Z,15.0,13.34,5.80042,1.0978349375019907
4938,1770488342.4807,30.0,7.61258,0.2588,0.1182,-1.1113,-6.28,2.31,3.63,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:02.480700Z,15.0,13.34,7.61258,1.1471426981853652
4939,1770488342.5473,30.1,5.35064,0.3286,0.1172,-1.0872,-4.83,2.22,0.61,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:02.547300Z,15.0,13.34,5.35064,1.1418045542035642
4940,1770488342.614,30.1,6.44057,0.3516,0.1038,-1.0891,-5.87,0.04,-2.65,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:02.614000Z,15.0,13.34,6.44057,1.1491456870214498
4941,1770488342.6807,30.1,8.03931,0.3999,0.0547,-1.0823,-4.04,-0.08,-6.95,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:02.680700Z,15.0,13.34,8.03931,1.1551127174436269
4942,1770488342.7473,30.0,7.06168,0.3738,0.137,-1.0859,-1.36,-1.11,-6.84,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:02.747299Z,15.0,13.34,7.06168,1.1565786830129632
4943,1770488342.814,30.0,4.24533,0.2764,0.1345,-1.0854,-1.94,-2.24,-3.04,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:02.813999Z,15.0,13.34,4.24533,1.128087040081571
4944,1770488342.8807,30.1,2.08002,0.2358,0.0928,-1.0894,-0.24,-1.85,-0.92,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:02.880700Z,15.0,13.34,2.08002,1.1184837236187213
4945,1770488342.9473,30.1,4.3647,0.1829,0.0972,-1.0745,3.85,-0.16,2.05,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:02.947299Z,15.0,13.34,4.3647,1.0942808140509455
4946,1770488343.014,30.0,6.06729,0.1782,0.1321,-1.0935,2.74,0.6,5.38,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:03.013999Z,15.0,13.34,6.06729,1.1157723334085676
4947,1770488343.0807,30.1,6.95273,0.1995,0.1096,-1.095,0.34,2.22,6.58,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:03.080699Z,15.0,13.34,6.95273,1.118408427185704
4948,1770488343.1473,30.1,6.68797,0.2485,0.084,-1.0886,2.8,3.81,4.73,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:03.147300Z,15.0,13.34,6.68797,1.1197581033419672
4949,1770488343.214,30.0,4.12245,0.2788,0.1343,-1.0706,-2.01,2.53,2.56,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:03.213999Z,15.0,13.34,4.12245,1.1144282345669458
4950,1770488343.2807,30.1,4.62422,0.3428,0.1543,-1.092,-3.95,2.2,0.97,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:03.280699Z,15.0,13.34,4.62422,1.1548958091533628
4951,1770488343.323,30.0,4.90524,0.2764,0.0188,-1.0803,-0.03,3.31,3.62,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:03.322999Z,15.0,13.34,4.90524,1.1152571407527503
4952,1770488343.3896,30.1,5.14017,0.3882,0.1482,-1.0669,-3.54,-1.07,-3.57,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:03.389600Z,15.0,13.34,5.14017,1.1449620474059392
4953,1770488343.4563,30.0,3.81477,0.3501,0.1377,-1.0706,-2.01,-1.6,-2.82,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:03.456300Z,15.0,13.34,3.81477,1.1347755989621913
4954,1770488343.523,30.1,3.03444,0.2703,0.1311,-1.0972,-1.83,-2.42,0.05,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:03.523000Z,15.0,13.34,3.03444,1.1375839045978102
4955,1770488343.5896,30.0,3.56989,0.1978,0.0776,-1.0842,2.26,-1.47,2.34,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:03.589600Z,15.0,13.34,3.56989,1.104824076493629
4956,1770488343.6563,30.1,7.64536,0.1626,0.0781,-1.0815,3.24,-0.26,6.92,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:03.656300Z,15.0,13.34,7.64536,1.0964399755572576
4957,1770488343.723,30.0,13.3016,0.2192,0.0356,-1.0813,0.7,1.07,13.24,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:03.723000Z,15.0,13.34,13.3016,1.103868511191437
4958,1770488343.7896,30.1,14.1366,0.2634,0.0303,-1.0654,2.66,2.89,13.58,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:03.789599Z,15.0,13.34,14.1366,1.0978956280084187
4959,1770488343.8563,30.0,12.6713,0.293,0.0779,-1.0952,-5.37,1.24,11.41,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:03.856300Z,15.0,13.34,12.6713,1.1363892158939206
4960,1770488343.923,30.0,8.70249,0.3259,0.165,-1.0647,-0.85,1.5,8.53,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:03.923000Z,15.0,13.34,8.70249,1.1256206732287746
4961,1770488343.9896,30.2,2.29299,0.334,0.1887,-1.0889,-1.17,1.08,1.65,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:03.989599Z,15.0,13.34,2.29299,1.154498549154567
4962,1770488344.0563,30.0,2.86681,0.3877,0.1538,-1.0508,-1.31,1.08,-2.31,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:04.056299Z,15.0,13.34,2.86681,1.1305513566397591
4963,1770488344.123,30.0,5.21669,0.3755,0.1826,-1.0864,-4.79,-1.13,1.73,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:04.122999Z,15.0,13.34,5.21669,1.1638762691970312
4964,1770488344.1896,30.0,10.482,0.2837,0.1692,-1.0967,-5.06,-3.29,8.57,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:04.189599Z,15.0,13.34,10.482,1.1453668495290057
4965,1770488344.2563,30.1,13.8558,0.1902,0.1238,-1.0881,2.65,0.03,13.6,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:04.256299Z,15.0,13.34,13.8558,1.1115143228946716
4966,1770488344.323,30.0,20.7733,0.2363,0.0613,-1.1052,-3.78,-1.22,20.39,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:04.322999Z,15.0,13.34,20.7733,1.131840280251591
4967,1770488344.3896,30.1,25.0544,0.2778,0.0132,-1.0669,-0.38,0.76,25.04,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:04.389600Z,15.0,13.34,25.0544,1.1025528059916223
4968,1770488344.4563,30.1,22.5178,0.3003,-0.0552,-1.085,4.37,3.97,21.73,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:04.456300Z,15.0,13.34,22.5178,1.127143349357126
4969,1770488344.523,30.0,18.5065,0.2849,-0.0293,-1.0891,-5.34,1.02,17.69,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:04.523000Z,15.0,13.34,18.5065,1.1261284607006432
4970,1770488344.5896,30.1,11.9568,0.3235,0.0408,-1.1003,-1.54,2.31,11.63,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:04.589600Z,15.0,13.34,11.9568,1.1475961746189294
4971,1770488344.6563,30.0,4.23526,0.3662,0.1492,-1.0566,1.11,0.93,3.98,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:04.656300Z,15.0,13.34,4.23526,1.1281695971794312
4972,1770488344.723,30.1,3.12974,0.4009,0.1541,-1.0344,0.05,0.82,3.02,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:04.723000Z,15.0,13.34,3.12974,1.12002275869734
4973,1770488344.7896,30.0,6.73939,0.3469,0.2192,-1.0864,-4.79,-0.32,4.73,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:04.789599Z,15.0,13.34,6.73939,1.1613152931051929
4974,1770488344.8563,30.0,9.4059,0.303,0.2092,-1.0718,-3.04,-2.18,8.63,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:04.856300Z,15.0,13.34,9.4059,1.1332823478727623
4975,1770488344.923,30.1,19.1395,0.1968,0.1545,-1.0823,4.03,-0.12,18.71,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:04.923000Z,15.0,13.34,19.1395,1.1108437243825073
4976,1770488344.9983,30.1,27.8752,0.2766,0.0403,-1.1101,-5.26,-0.49,27.37,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:04.998300Z,15.0,13.34,27.8752,1.1447504793622059
4977,1770488345.065,30.1,25.3279,0.2991,-0.0483,-1.0835,-2.44,-0.06,25.21,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:05.065000Z,15.0,13.34,25.3279,1.1250626427003965
4978,1770488345.1317,30.1,24.9951,0.2932,-0.0881,-1.0862,3.13,3.43,24.56,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:05.131700Z,15.0,13.34,24.9951,1.1285203985750547
4979,1770488345.1983,30.1,24.2558,0.2971,-0.1077,-1.0952,-7.3,0.99,23.11,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:05.198299Z,15.0,13.34,24.2558,1.1398818973911287
4980,1770488345.265,30.0,16.0542,0.342,-0.0884,-1.0879,-2.69,0.48,15.82,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:05.265000Z,15.0,13.34,16.0542,1.1438115972484282
4981,1770488345.3317,30.0,6.66839,0.3533,-0.0042,-1.0571,0.92,0.99,6.53,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:05.331700Z,15.0,13.34,6.66839,1.1145846490957965
4982,1770488345.3983,30.1,3.78382,0.4255,0.0945,-1.0078,2.44,2.31,1.74,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:05.398299Z,15.0,13.34,3.78382,1.09801700351133
4983,1770488345.465,30.0,6.98264,0.3618,0.179,-1.0603,0.0,-0.42,6.97,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:05.464999Z,15.0,13.34,6.98264,1.1345379367830766
4984,1770488345.5317,30.0,14.1964,0.2737,0.1462,-1.05,-2.95,-1.87,13.76,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:05.531699Z,15.0,13.34,14.1964,1.094890921507709
4985,1770488345.5983,30.1,18.4444,0.2744,0.113,-1.0776,-0.56,1.15,18.4,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:05.598299Z,15.0,13.34,18.4444,1.1177146863131036
4986,1770488345.665,30.0,25.4071,0.2659,0.0723,-1.1147,-4.53,0.02,25.0,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:05.664999Z,15.0,13.34,25.4071,1.1482535390757567
4987,1770488345.7317,30.1,30.4295,0.2795,0.0181,-1.0789,-5.47,0.91,29.92,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:05.731699Z,15.0,13.34,30.4295,1.1146627606590256
4988,1770488345.7983,30.0,27.6392,0.3306,-0.0586,-1.0972,-2.06,3.25,27.37,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:05.798300Z,15.0,13.34,27.6392,1.1474223982474805
4989,1770488345.865,30.1,25.6115,0.3477,-0.0947,-1.127,-5.43,0.68,25.02,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:05.865000Z,15.0,13.34,25.6115,1.183212736577831
4990,1770488345.9317,30.1,20.008,0.3584,-0.0872,-1.1074,-4.89,1.1,19.37,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:05.931699Z,15.0,13.34,20.008,1.16721427338771
4991,1770488345.9983,30.1,5.19694,0.4033,-0.1128,-1.0752,-1.36,0.81,4.95,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:05.998300Z,15.0,13.34,5.19694,1.1538759768709979
4992,1770488346.065,30.1,5.58565,0.3879,0.0029,-1.0652,0.57,1.35,5.39,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:06.065000Z,15.0,13.34,5.58565,1.133633917982344
4993,1770488346.1317,30.1,8.89133,0.3486,0.0825,-1.0203,-2.21,-0.46,8.6,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:06.131700Z,15.0,13.34,8.89133,1.0813603932084808
4994,1770488346.1983,30.1,9.19225,0.2949,0.0615,-1.0154,0.27,-0.39,9.18,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:06.198299Z,15.0,13.34,9.19225,1.0591437201815437
4995,1770488346.265,30.0,17.7404,0.2466,0.0803,-1.0752,1.98,1.18,17.59,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:06.265000Z,15.0,13.34,17.7404,1.1060355735689515
4996,1770488346.3317,30.0,27.2606,0.2463,0.0776,-1.0742,2.99,2.03,27.02,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:06.331700Z,15.0,13.34,27.2606,1.1048036431873314
4997,1770488346.3983,30.0,28.2927,0.2646,0.0095,-1.0784,-2.15,-0.23,28.21,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:06.398299Z,15.0,13.34,28.2927,1.1104278319638787
4998,1770488346.465,29.9,28.6203,0.2681,-0.0913,-1.0698,-3.23,0.65,28.43,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:06.464999Z,15.0,13.34,28.6203,1.106655023031116
4999,1770488346.5317,30.1,28.6001,0.2947,-0.0967,-1.1106,-5.0,1.98,28.09,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:06.531699Z,15.0,13.34,28.6001,1.15309641400882
5000,1770488346.5983,30.1,23.0913,0.3809,-0.0793,-1.1055,-8.79,-0.74,21.34,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:06.598299Z,15.0,13.34,23.0913,1.1719656778250802
5001,1770488346.6486,30.1,12.9348,0.2764,0.0769,-1.0596,-3.0,-2.19,12.39,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:06.648600Z,15.0,13.34,12.9348,1.097753492365203
5002,1770488346.7152,30.1,7.05848,0.4009,-0.0603,-1.0872,-2.09,1.79,6.5,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:06.715199Z,15.0,13.34,7.05848,1.1603278588399055
5003,1770488346.7819,30.1,8.43341,0.3936,-0.0242,-1.0684,-5.62,-1.16,6.18,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:06.781899Z,15.0,13.34,8.43341,1.1388525628895076
5004,1770488346.8486,30.1,11.1992,0.2861,-0.0796,-1.0571,-1.18,0.39,11.13,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:06.848599Z,15.0,13.34,11.1992,1.0980208467966353
5005,1770488346.9152,30.1,13.623,0.2932,-0.0459,-1.0725,1.55,2.4,13.32,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:06.915199Z,15.0,13.34,13.623,1.1128024532683238
5006,1770488346.9819,30.1,22.2758,0.2322,0.0293,-1.0537,6.72,1.27,21.2,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:06.981899Z,15.0,13.34,22.2758,1.0793789973869234
5007,1770488347.0486,30.0,32.3522,0.2449,-0.0117,-1.0386,0.36,0.1,32.35,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:07.048599Z,15.0,13.34,32.3522,1.0671470657786584
5008,1770488347.1152,30.0,30.7284,0.2688,-0.1189,-1.0532,-0.63,1.16,30.7,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:07.115200Z,15.0,13.34,30.7284,1.093444507050998
5009,1770488347.1819,30.0,23.2589,0.3186,-0.134,-1.0806,-2.79,0.71,23.08,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:07.181900Z,15.0,13.34,23.2589,1.13452999960336
5010,1770488347.2486,30.2,21.2013,0.3291,-0.1589,-1.0598,-5.49,1.25,20.44,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:07.248600Z,15.0,13.34,21.2013,1.1210406147861014
5011,1770488347.3152,30.1,18.7943,0.3904,-0.1577,-1.1125,-9.32,-0.82,16.3,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:07.315200Z,15.0,13.34,18.7943,1.1895115384055759
5012,1770488347.3819,30.0,8.74512,0.4204,-0.136,-1.0955,-3.89,0.19,7.83,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:07.381900Z,15.0,13.34,8.74512,1.1812503587301042
5013,1770488347.4486,30.1,9.40654,0.3799,-0.1165,-1.0837,-7.88,-1.09,5.02,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:07.448600Z,15.0,13.34,9.40654,1.1542538498961137
5014,1770488347.5152,30.0,7.43638,0.3311,-0.0896,-1.062,-1.86,0.01,7.2,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:07.515199Z,15.0,13.34,7.43638,1.1160194308344278
5015,1770488347.5819,30.0,15.7126,0.2781,-0.0818,-1.1045,0.46,1.2,15.66,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:07.581899Z,15.0,13.34,15.7126,1.1419067825352471
5016,1770488347.6486,30.1,22.0647,0.2461,-0.0918,-1.0964,1.63,0.44,22.0,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:07.648600Z,15.0,13.34,22.0647,1.1274242369223753
5017,1770488347.7152,30.2,25.4436,0.2061,-0.0923,-1.0503,3.37,1.73,25.16,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:07.715199Z,15.0,13.34,25.4436,1.07430283905424
5018,1770488347.7819,30.1,25.9274,0.252,-0.1646,-1.0557,-0.44,1.32,25.89,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:07.781899Z,15.0,13.34,25.9274,1.0977703083978907
5019,1770488347.8486,30.0,23.6969,0.2927,-0.1897,-1.0632,0.09,3.27,23.47,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:07.848599Z,15.0,13.34,23.6969,1.1189520186317194
5020,1770488347.9152,30.1,20.434,0.3254,-0.1719,-1.0723,-2.3,2.15,20.19,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:07.915199Z,15.0,13.34,20.434,1.1336939886935982
5021,1770488347.9819,30.2,15.19,0.3416,-0.1545,-1.1277,-7.55,-0.15,13.18,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:07.981899Z,15.0,13.34,15.19,1.1883888673325746
5022,1770488348.0486,30.0,6.03054,0.3699,-0.1079,-1.0635,-1.88,0.01,5.73,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:08.048599Z,15.0,13.34,6.03054,1.131150153604728
5023,1770488348.1152,30.1,7.98075,0.3547,-0.1274,-1.0837,-6.49,-1.11,4.51,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:08.115200Z,15.0,13.34,7.98075,1.1473659137345855
5024,1770488348.1819,30.1,8.28809,0.2795,-0.1384,-1.0852,-4.38,-1.65,6.84,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:08.181900Z,15.0,13.34,8.28809,1.1291296869713416
5025,1770488348.2486,30.1,13.24,0.231,-0.1318,-1.1001,-0.89,-0.01,13.21,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:08.248600Z,15.0,13.34,13.24,1.1317916106775134
5026,1770488348.2756,30.0,18.8139,0.2893,-0.1731,-1.071,1.97,3.17,18.44,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:08.275599Z,15.0,13.34,18.8139,1.1228085767395972
5027,1770488348.3423,30.1,22.2335,0.2183,-0.1594,-1.0754,4.02,2.26,21.75,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:08.342299Z,15.0,13.34,22.2335,1.1088500394552907
5028,1770488348.409,30.0,23.8431,0.2104,-0.2219,-1.0747,-0.95,0.82,23.81,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:08.408999Z,15.0,13.34,23.8431,1.117357534542995
5029,1770488348.4756,30.0,20.0439,0.2644,-0.2461,-1.0647,0.22,3.47,19.74,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:08.475600Z,15.0,13.34,20.0439,1.1243036333660048
5030,1770488348.5423,30.2,16.576,0.3137,-0.2356,-1.0735,1.63,4.57,15.85,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:08.542299Z,15.0,13.34,16.576,1.1429423869994497
5031,1770488348.609,30.1,11.5583,0.3054,-0.1855,-1.0574,-4.35,-0.78,10.68,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:08.608999Z,15.0,13.34,11.5583,1.1161425401802405
5032,1770488348.6756,30.1,3.18523,0.3181,-0.1587,-1.03,-0.5,-0.19,3.14,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:08.675600Z,15.0,13.34,3.18523,1.089620713826605
5033,1770488348.7423,30.0,1.21,0.3516,-0.1567,-1.062,-1.13,0.24,-0.36,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:08.742300Z,15.0,13.34,1.21,1.129611194172579
5034,1770488348.809,30.1,4.76246,0.3162,-0.0623,-1.0708,-3.39,-2.4,2.33,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:08.809000Z,15.0,13.34,4.76246,1.1182470075971587
5035,1770488348.8756,30.1,8.73627,0.1997,-0.1187,-1.0874,-0.82,-1.16,8.62,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:08.875600Z,15.0,13.34,8.73627,1.1119390900584438
5036,1770488348.9423,30.1,9.64587,0.2009,-0.2112,-1.1011,-1.64,-0.82,9.47,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:08.942300Z,15.0,13.34,9.64587,1.1390291743410261
5037,1770488349.009,30.0,11.4561,0.1721,-0.2075,-1.0852,-2.14,-0.57,11.24,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:09.009000Z,15.0,13.34,11.4561,1.1181832139680865
5038,1770488349.0756,29.9,17.8715,0.1704,-0.2039,-1.0994,3.08,2.8,17.38,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:09.075599Z,15.0,13.34,17.8715,1.1310577925110634
5039,1770488349.1423,30.0,18.1162,0.2349,-0.3005,-1.1003,-2.48,2.12,17.82,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:09.142299Z,15.0,13.34,18.1162,1.1645335332226376
5040,1770488349.209,30.1,10.5923,0.3218,-0.2524,-1.1074,0.18,3.43,10.02,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:09.209000Z,15.0,13.34,10.5923,1.1805065692320393
5041,1770488349.2756,30.1,4.09534,0.2937,-0.2656,-1.0679,1.45,3.37,1.82,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:09.275599Z,15.0,13.34,4.09534,1.1389527909443833
5042,1770488349.3423,30.0,3.04652,0.3804,-0.1909,-1.0889,1.86,2.29,0.76,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:09.342299Z,15.0,13.34,3.04652,1.16912368036919
5043,1770488349.409,30.1,3.94221,0.3755,-0.1572,-1.0508,1.21,-0.12,-3.75,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:09.408999Z,15.0,13.34,3.94221,1.126895172587051
5044,1770488349.4756,30.1,5.36047,0.3391,-0.093,-1.0549,-1.21,-1.21,-5.08,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:09.475600Z,15.0,13.34,5.36047,1.1119585513857968
5045,1770488349.5423,30.1,3.55723,0.2957,-0.1296,-1.0674,-0.59,-2.53,-2.43,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:09.542299Z,15.0,13.34,3.55723,1.115158020192654
5046,1770488349.609,30.0,4.74195,0.1765,-0.1094,-1.0859,-3.56,-2.75,1.5,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:09.608999Z,15.0,13.34,4.74195,1.105576510242507
5047,1770488349.6756,30.0,3.6523,0.1772,-0.1809,-1.1023,-1.38,-1.82,2.85,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:09.675600Z,15.0,13.34,3.6523,1.131012793915259
5048,1770488349.7423,30.0,5.70228,0.1528,-0.2097,-1.0906,-1.02,-0.34,5.6,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:09.742300Z,15.0,13.34,5.70228,1.1210398253407414
5049,1770488349.809,30.1,5.13549,0.1506,-0.2966,-1.1023,-0.28,1.75,4.82,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:09.809000Z,15.0,13.34,5.13549,1.1513979372918817
5050,1770488349.8756,30.0,5.1049,0.1863,-0.3054,-1.0784,-1.5,3.5,3.4,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:09.875600Z,15.0,13.34,5.1049,1.136188105024868
5051,1770488349.9224,30.0,2.67713,0.2329,-0.1006,-1.0647,1.15,-2.11,1.18,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:09.922399Z,15.0,13.34,2.67713,1.0945085015658855
5052,1770488349.989,30.1,3.20078,0.2961,-0.2249,-1.0527,1.79,2.53,-0.8,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:19:09.989000Z,15.0,13.34,3.20078,1.1164374187566448
