fan_state,window_start,window_end,timestamp_start,timestamp_end,timestamp_mean,accel_x_g_mean,accel_x_g_std,accel_x_g_skew,accel_x_g_kurtosis,accel_x_g_rms,accel_x_g_peak,accel_x_g_root_amplitude,accel_x_g_crest_factor,accel_x_g_shape_factor,accel_x_g_impulse_factor,accel_x_g_clearance_factor,accel_y_g_mean,accel_y_g_std,accel_y_g_skew,accel_y_g_kurtosis,accel_y_g_rms,accel_y_g_peak,accel_y_g_root_amplitude,accel_y_g_crest_factor,accel_y_g_shape_factor,accel_y_g_impulse_factor,accel_y_g_clearance_factor,accel_z_g_mean,accel_z_g_std,accel_z_g_skew,accel_z_g_kurtosis,accel_z_g_rms,accel_z_g_peak,accel_z_g_root_amplitude,accel_z_g_crest_factor,accel_z_g_shape_factor,accel_z_g_impulse_factor,accel_z_g_clearance_factor,gyro_x_dps_mean,gyro_x_dps_std,gyro_x_dps_skew,gyro_x_dps_kurtosis,gyro_x_dps_rms,gyro_x_dps_peak,gyro_x_dps_root_amplitude,gyro_x_dps_crest_factor,gyro_x_dps_shape_factor,gyro_x_dps_impulse_factor,gyro_x_dps_clearance_factor,gyro_y_dps_mean,gyro_y_dps_std,gyro_y_dps_skew,gyro_y_dps_kurtosis,gyro_y_dps_rms,gyro_y_dps_peak,gyro_y_dps_root_amplitude,gyro_y_dps_crest_factor,gyro_y_dps_shape_factor,gyro_y_dps_impulse_factor,gyro_y_dps_clearance_factor,gyro_z_dps_mean,gyro_z_dps_std,gyro_z_dps_skew,gyro_z_dps_kurtosis,gyro_z_dps_rms,gyro_z_dps_peak,gyro_z_dps_root_amplitude,gyro_z_dps_crest_factor,gyro_z_dps_shape_factor,gyro_z_dps_impulse_factor,gyro_z_dps_clearance_factor,collection_id
LOW,0,100,1770065972.1606,1770065978.4434,1770065975.5918038,0.29542479000000005,0.0901508953180494,-0.18996650194438675,-1.3493067557425207,0.30887374519889194,0.427979,0.2879862215339936,1.385611456630647,1.0455241254428644,1.4486902063973708,1.486109292730457,-0.023354467700000003,0.0972445241503227,-0.4372440421483008,-0.7752372235407909,0.10000964272895406,0.26123,0.06811758454041307,2.612048127278937,1.2441974559159434,3.249903634690458,3.834986248595125,-1.0867094,0.026140949746327122,0.20968841641516547,-0.8001674341070886,1.0870237666684202,1.14331,1.0865517401624953,1.051780131269889,1.0002892831040389,1.0520843934910291,1.0522370520790998,-2.1294658330000003,1.5544087313135635,-0.20887318976104857,-0.6356851464123219,2.6364391208404996,6.0229,1.856391653581199,2.2844828664505226,1.2077685586814892,2.7591265789455046,3.2444123460591485,0.8567933089,2.8986268063745233,-0.07676167928425069,-1.5511422043584469,3.0226035361603047,5.23664,2.4859407663629423,1.732493175949978,1.1126876559134955,1.9277237708339081,2.106502323328271,11.210993600000002,7.845335356562334,-0.19155559985558138,-0.9734207410927036,13.68340836035262,25.0153,10.50289119860552,1.828148319572285,1.1631623675672627,2.126433327657812,2.3817537025729933,col_20260202_175920_20hz
LOW,20,120,1770065973.6634,1770065979.8934,1770065976.8739471,0.29560302,0.09078221105623943,-0.2242552430718542,-1.307966776189077,0.3092289690138684,0.427979,0.28798867791685284,1.3840197487474268,1.046095432360158,1.4478167374609368,1.4860966170467462,-0.06990232970000002,0.10294125058473898,0.08830860235168807,-1.1194940395940114,0.12443165501365606,0.26123,0.08932725630994777,2.0993854013380333,1.2041014858668828,2.5278730811583676,2.9244153553041414,-1.0811156000000002,0.02732130671545562,0.2805106552426382,-1.0663248514997645,1.0814607687586268,1.13062,1.0809423157932636,1.045456324132591,1.0003192709074096,1.045790107921854,1.0459577569319967,-2.0490840630000005,1.5750350749505382,-0.3125305592975958,-0.6398242542874586,2.584469188163217,6.0229,1.784982816707404,2.330420508623079,1.2241582660063324,2.8528035289016236,3.3742061512445805,0.7987780629999999,3.0114119166440307,-0.043678165824777224,-1.5451150180161755,3.1155494099172474,5.53435,2.6173826875624395,1.7763640603430515,1.105103800688959,1.9630666744923775,2.11445961887756,12.584964509999995,7.078496233678206,-0.30025646183410226,-0.786132757608355,14.439059548604822,25.0153,11.558700754008642,1.7324743288019135,1.129688420161062,1.9571561874738297,2.164196524537977,col_20260202_175920_20hz
LOW,40,140,1770065975.0634,1770065981.3919,1770065978.151998,0.28696044299999995,0.09533495174990257,-0.20505211484775912,-1.2379788179731748,0.30238228928280925,0.427979,0.2781634170281688,1.4153573643981636,1.0537420632669197,1.4914215894209506,1.5385883757556076,-0.11155515779999998,0.08816129033230347,0.5780679413092201,-0.5467499487517209,0.14218637890051075,0.26123,0.11207129710975199,1.8372364639990255,1.1403643461234845,2.0951189589424715,2.3309268897296347,-1.0817699300000003,0.030129949370768943,0.38084382388871885,-0.659906713749062,1.0821894451995409,1.14136,1.0815589075891103,1.0546767066181733,1.0003878044562955,1.055085714944951,1.055291572184627,-1.7853437799000005,1.5489001680877397,-0.5169815356649697,-0.39197034056523705,2.363587134659911,6.0229,1.5454965156654168,2.548203073066149,1.2641049685632355,3.221196165571025,3.897064754886767,0.836869823,3.333979390134953,-0.08763591481447454,-0.9514146752817729,3.437407405951859,7.9542,2.7007025501137334,2.3140114221629156,1.1514572147727746,2.664485147116098,2.9452336391747505,11.790612548999997,7.6180046102924575,-0.2792442883157037,-0.831307460428091,14.037540330238535,25.0153,10.89324172180399,1.7820287181019927,1.1486127393350247,2.0468608874728123,2.2964054813847743,col_20260202_175920_20hz
LOW,60,160,1770065976.5475,1770065982.3121,1770065979.3842149,0.285161143,0.0926096758802559,-0.23754795174097282,-1.1102573634692385,0.2998223299617834,0.427979,0.2767480708328216,1.427442045609318,1.0514136912467886,1.50083211021496,1.5464570311622305,-0.14628660880000002,0.06316694387467599,0.5634616623750724,-0.12190073413697311,0.15934187997093138,0.26123,0.1380256433672789,1.6394308894036898,1.0828829744836104,1.7753117979777784,1.8926193251270045,-1.0795651300000002,0.030690275615789117,0.3171080675769817,-0.6664855693984904,1.0800012791331732,1.14136,1.0793459082585877,1.0568135631432531,1.0004040044653657,1.057240520541822,1.057455252544076,-1.3649619539,1.5078607765007523,-0.40168387760356333,0.5154855403923269,2.0339039448567764,6.0229,1.3372172609291602,2.9612509554496786,1.2714930386956569,3.765209975685129,4.504054932565716,0.7717554830000001,3.416025946409629,-0.05687297574512134,-0.7281164738930568,3.5021193286472077,7.9542,2.6030141461124194,2.271253276533137,1.1887277246526662,2.6999017395231486,3.0557651835582735,6.5093922489999985,12.012987541683506,-0.6485947893094381,-0.35466574581206256,13.663237432174865,24.5267,10.384612487359664,1.7950870078743797,1.161259324674574,2.0845615264963038,2.3618310293094074,col_20260202_175920_20hz
LOW,80,180,1770065977.442,1770065983.2433,1770065980.4768598,0.28478515299999996,0.09215764730541405,-0.2673092354327394,-1.0832045764219793,0.299325266768615,0.427979,0.2764006801312178,1.429812473301284,1.051056431894169,1.5028135964658245,1.548400676137346,-0.151433065,0.05356653308004799,0.09110096651990941,-0.8684329858499127,0.16062797589931246,0.26123,0.14614317383123035,1.62630449980736,1.06071930789562,1.7250525834631956,1.7874936827475412,-1.07955543,0.03018751387254506,0.3582356374729295,-0.5969707393421202,1.0799774129287565,1.14136,1.0793432242014072,1.0568369174543957,1.0003908858378456,1.057250020038341,1.0574578821713345,-0.9574810338999998,1.4258312905362185,-0.2540198339708005,0.4735747747231338,1.7174879328107056,5.35115,1.1204311950717099,3.1156841907137762,1.2762542980410192,3.9764053397369117,4.775973771113643,0.579542001,3.571049214460957,-0.005244569074768127,-0.9025491232074376,3.6177702280583413,7.9542,2.7554465012251743,2.1986470943648135,1.1695569048188104,2.571442890474182,2.8867190839899326,0.09297884899999978,13.53075754018285,-0.12950576247420414,-1.1185000945471812,13.53107699621787,24.3817,10.262152871975943,1.8019038696487377,1.163424781372528,2.0963796156003953,2.3758854797984883,col_20260202_175920_20hz
LOW,100,200,1770065978.4934,1770065984.9933,1770065981.7174811,0.287692873,0.0938702021403404,-0.26909219756836533,-1.1407957232443844,0.3026199002459397,0.422363,0.2790788504035902,1.395688121160389,1.0518852868695836,1.4681037997072661,1.5134181590227969,-0.13701904199,0.06943214585043754,1.0853137794179095,2.3382963828128194,0.15360677310995702,0.249756,0.13390832386040138,1.6259439277538632,1.0809981954005716,1.7576424517244436,1.8651267733017787,-1.07913083,0.030420345918498366,0.30925643358992494,-0.6352298083995045,1.0795595146643329,1.14136,1.078915393038195,1.0572460197850997,1.00039724994636,1.0576660107097486,1.0578772046119045,-0.645114546,1.3263913739392046,0.40906128958637333,-0.12385082019078997,1.474953170212911,3.51145,1.0163425428533681,2.3807196532843946,1.2226718045017761,2.9108387944940737,3.454986731286138,0.46824445800000014,3.6874407236253304,0.014545046872716441,-1.0656513706436725,3.717051514668342,7.9542,2.9654484803949464,2.1399219162314256,1.1406805752080889,2.4409673623072576,2.682292426453026,-5.939769250999999,12.02225895753815,0.3541399755265753,-0.8645693992185057,13.409532773263631,25.0,10.177628694784545,1.864345344667476,1.1636594976453127,2.1694631672131326,2.4563678583412143,col_20260202_175920_20hz
LOW,120,220,1770065979.9434,1770065986.3194,1770065983.070393,0.290930183,0.09378916760276217,-0.23890658272154175,-1.203702846376525,0.30567430271456003,0.429932,0.282515195020254,1.4065035764601788,1.0506792370682283,1.4777841046489149,1.521801331674133,-0.09108151888999999,0.10163354230662112,0.7754998852428456,-0.2272425144379011,0.13647424667350677,0.249756,0.11041283176143735,1.8300595613288275,1.1223743048239216,2.054011827932814,2.2620196947727362,-1.0821926300000002,0.02945898552179114,0.4315997817906462,-0.3156737472856763,1.0825935157085924,1.14136,1.081990853977944,1.0542830558641791,1.0003704384020728,1.0546736027947259,1.054870284535017,-0.472213611,1.4305847163490792,0.2555300266704821,-0.5081670358187966,1.506505335226276,3.28244,1.0217382277680485,2.1788439265679598,1.2296085643288883,2.6791251524439468,3.212603689274087,0.392824758,3.6022612069639006,0.017468147817883008,-0.9805316239639001,3.6236165765288657,7.9542,2.877253001572794,2.1950997938141366,1.1442815023501804,2.511812089874211,2.764511843641137,-9.421754760999999,9.366943247846821,0.4994847374706539,-0.386456433447524,13.285672304584715,25.0,10.31169911679064,1.8817263761181902,1.1549155752528997,2.173235100143094,2.424430708930622,col_20260202_175920_20hz
LOW,140,240,1770065981.4419,1770065987.2478,1770065984.2477844,0.29638673,0.08545951864571377,-0.1410564625051518,-1.34918043828867,0.3084613801551987,0.429932,0.28981925895798627,1.3937952290289461,1.0407395100151708,1.4505777637210682,1.4834486898688992,-0.04342528648999999,0.11324251589453595,0.17215139258863416,-1.117329751554134,0.12128323426122344,0.249756,0.09173050347373435,2.0592788568127074,1.1626750222220903,2.394272090606196,2.722714806329542,-1.0826273000000002,0.026355509778981708,0.4426294975155962,-0.47851584024466165,1.082948052124847,1.13257,1.0824659655793982,1.0458211709950354,1.000296271971755,1.0461310184954693,1.0462869374315924,-0.49175571810000007,1.5771830128250415,0.2317688157484293,-0.5497921164891375,1.652068383036223,3.90076,1.1663232248132585,2.3611371297058907,1.2078408453968956,2.8518778668419626,3.3444931190704494,0.37358812799999996,3.235961152674077,-0.031308923509335854,-1.1879723202499353,3.25745493767731,7.77099,2.7045466862902767,2.385601688642549,1.1147506062750638,2.6593509287450976,2.873305918286502,-11.06373927,7.434076217247922,0.18638012566892478,-0.5817592277812533,13.329359168331811,25.0,10.363712653263912,1.8755590335802157,1.1534625562763563,2.163387117320648,2.412262944411778,col_20260202_175920_20hz
LOW,160,260,1770065982.3481,1770065988.716,1770065985.427934,0.29534424000000004,0.0885353452424646,-0.20949671143692075,-1.3921163826484508,0.3083289273785059,0.429932,0.2881750912278975,1.3943939793628692,1.0439645864720635,1.4556979340446927,1.491912427851014,0.00409912651,0.10108718695917757,-0.320053116404039,-1.0315063450010202,0.10117026344467382,0.197266,0.07560546046589124,1.9498417151782677,1.1710992193636705,2.2834581105279894,2.6091501696361585,-1.0846974000000003,0.025518936169832793,0.19851804076133373,-0.6899111575004357,1.0849975417806255,1.13599,1.08454690256075,1.0469977638250583,1.0002767055407575,1.0472874739074693,1.0474328010321974,-0.6569465391,1.6934997247533188,0.003381991431699083,-0.4639637798448999,1.8164581120893026,4.61069,1.2485713363107902,2.5382858923714746,1.2330604246312102,3.129859880282981,3.692772584082711,0.3945802279999999,3.1098288307479294,-0.06790468331198128,-1.5331432172616022,3.134761380532746,5.80153,2.7293799181963587,1.8507086491585023,1.0822340026146118,2.002899829052287,2.1255853614669347,-7.93442804,9.306945917625779,0.34335737923386705,-0.2019648471047346,12.230060941612244,25.0,8.829199104307119,2.0441435344723917,1.201949253366922,2.4569567950339124,2.831513901165094,col_20260202_175920_20hz
LOW,180,280,1770065983.2933,1770065990.116,1770065986.7955658,0.29353762000000005,0.09207483755454364,-0.21467852457677175,-1.476872089921347,0.30763957818518733,0.429932,0.2857108102275171,1.3975184939994856,1.0480413998900286,1.4646572388234254,1.5047803044541324,0.04331540951,0.08342269519949835,-0.7250246455498605,-0.02575494405013723,0.09399771686252492,0.188232,0.06894039526654963,2.0025167236274064,1.1844417430594032,2.3718643986388503,2.7303585839945352,-1.0848414999999998,0.02733985934034775,0.2306056547231006,-0.7268022972930721,1.0851859509001212,1.14258,1.084668675148464,1.0528886768689483,1.0003175126505774,1.0532229823435038,1.0533907968196918,-0.9525188971,1.788447253233029,0.05709057204013646,-0.4706327530969374,2.026286215451649,5.15267,1.4002289567902562,2.5429132176430933,1.2272006883804911,3.1206648511834536,3.6798767623056885,0.48908419,3.0898734359323194,-0.046304133210441946,-1.6326323799163724,3.12834160458671,5.05344,2.7566770139644525,1.6153734594044176,1.0761040369403754,1.7383099008314333,1.8331636148888222,-3.0825189400000013,10.393687885882741,0.1788643998567984,-0.4800234817260538,10.841156344440586,25.0,7.597728507601367,2.3060270699647423,1.2259838357974546,2.82715191268814,3.290457137944325,col_20260202_175920_20hz
