id,timestamp,temperature,vibration,accel_x_g,accel_y_g,accel_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps,sample_rate,fan_state,collection_id,timestamp_iso,sample_rate_configured_hz,sample_rate_real_hz
326,1770487959.7143,30.1,23.3595,0.321,-0.1704,-1.0781,-2.54,-1.2,-23.19,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:12:39.714299Z,15.0,13.34
327,1770487959.7143,30.0,25.6995,0.3337,-0.1396,-1.0862,-4.67,-2.03,-25.19,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:12:39.714299Z,15.0,13.34
328,1770487959.7143,30.1,24.8515,0.2922,-0.126,-1.0933,-2.7,-2.04,-24.62,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:12:39.714299Z,15.0,13.34
329,1770487959.7143,30.1,17.886,0.23,-0.1321,-1.0696,-0.96,-2.46,-17.69,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:12:39.714299Z,15.0,13.34
330,1770487959.7143,30.1,14.259,0.2585,-0.1575,-1.1001,-0.49,-1.69,-14.15,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:12:39.714299Z,15.0,13.34
331,1770487959.7143,30.0,11.3861,0.2488,-0.1394,-1.1001,-1.24,-2.11,-11.12,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:12:39.714299Z,15.0,13.34
332,1770487959.7143,30.1,12.278,0.1963,-0.1367,-1.0776,5.66,0.35,-10.89,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:12:39.714299Z,15.0,13.34
333,1770487959.7143,30.0,13.946,0.2275,-0.1436,-1.075,6.32,3.63,-11.89,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:12:39.714299Z,15.0,13.34
334,1770487959.7143,30.2,12.6356,0.2122,-0.1787,-1.0583,3.05,2.27,-12.05,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:12:39.714299Z,15.0,13.34
335,1770487959.7143,30.1,10.3062,0.2441,-0.1284,-1.0786,-0.89,1.55,-10.15,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:12:39.714299Z,15.0,13.34
336,1770487959.7143,30.2,8.2253,0.2478,-0.1692,-1.0747,1.34,3.1,-7.5,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:12:39.714299Z,15.0,13.34
337,1770487959.7143,30.1,9.84758,0.3042,-0.1365,-1.082,2.72,2.18,-9.21,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:12:39.714299Z,15.0,13.34
338,1770487959.7143,30.1,12.8369,0.3472,-0.1729,-1.0759,-1.35,2.05,-12.6,15.0,LOW,col_20260207_191320_5hz,2026-02-07T18:12:39.714299Z,15.0,13.34
